origin_zip,destination_zip,date,carrier,order_type,origin_lat,origin_lng,destination_lat,destination_lng,miles,rate,RPM
90802,93244,2025-03-19,Airborne Freight Lines,import,33.745762,-118.208042,36.488656,-118.998043,194.57,902.51,4.64
90007,90802,2025-03-29,MTZ Trucking LLC,export,34.028127,-118.28483,33.745762,-118.208042,19.99,359.62,17.99
90802,92807,2024-09-20,Ecology Auto Parts,import,33.745762,-118.208042,33.848733,-117.788357,25.11,364.29,14.51
90802,91321,2024-12-18,Dependable Highway Express,import,33.745762,-118.208042,34.368158,-118.48913,45.88,409.25,8.92
92675,90802,2024-11-09,Precision Worldwide Logistics,export,33.502111,-117.604601,33.745762,-118.208042,38.56,394.49,10.23
90802,90073,2025-02-21,C.H. Robinson,import,33.745762,-118.208042,34.054534,-118.457025,25.65,365.25,14.24
90802,92105,2025-08-17,MTZ Trucking LLC,import,33.745762,-118.208042,32.737832,-117.09267,94.82,558.45,5.89
90802,90280,2025-04-25,On Time Truckers,import,33.745762,-118.208042,33.944159,-118.192761,13.73,326.78,23.81
92371,90802,2024-09-01,On Time Truckers,export,34.442637,-117.541808,33.745762,-118.208042,61.37,441.94,7.2
92121,90802,2025-01-05,XPO Logistics,export,32.899592,-117.201203,33.745762,-118.208042,82.39,491.99,5.97
90802,91803,2024-11-02,J.B. Hunt Transport,import,33.745762,-118.208042,34.074736,-118.145959,22.99,352.96,15.35
90802,90032,2024-09-13,Avila Trucking LLC,import,33.745762,-118.208042,34.078294,-118.185785,23.0,366.58,15.94
90802,91342,2025-01-25,C.H. Robinson,import,33.745762,-118.208042,34.326584,-118.382261,41.32,400.08,9.68
90802,90603,2025-05-25,Ecology Auto Parts,import,33.745762,-118.208042,33.945555,-117.990719,18.59,350.25,18.84
92562,90802,2024-10-09,Hub Group,export,33.547613,-117.34404,33.745762,-118.208042,51.51,420.56,8.16
90802,91362,2025-02-18,J.B. Hunt Transport,import,33.745762,-118.208042,34.193341,-118.818695,46.67,412.04,8.83
90802,92324,2024-09-23,Hight Logistics,import,33.745762,-118.208042,34.025685,-117.288812,56.12,434.4,7.74
90802,92532,2025-01-14,Year-Round Enterprises,import,33.745762,-118.208042,33.692741,-117.303221,52.09,430.48,8.26
90802,92332,2025-06-28,XPO Logistics,import,33.745762,-118.208042,34.912429,-115.342091,182.18,848.38,4.66
93441,90802,2024-09-19,Cal U Transport,export,34.718381,-120.154184,33.745762,-118.208042,129.81,660.56,5.09
92590,90802,2025-07-07,Cal U Transport,export,33.48294,-117.226084,33.745762,-118.208042,59.31,473.86,7.99
90802,93277,2025-06-21,7 Star Logistics,import,33.745762,-118.208042,36.301334,-119.372586,188.33,877.0,4.66
90802,92336,2025-07-11,Ecology Auto Parts,import,33.745762,-118.208042,34.147718,-117.464506,50.83,438.38,8.62
92344,90802,2024-10-31,J.B. Hunt Transport,export,34.391145,-117.405723,33.745762,-118.208042,63.96,444.46,6.95
90802,92679,2025-07-10,Gill Roadway Inc,import,33.745762,-118.208042,33.606687,-117.604358,35.99,409.15,11.37
90802,93309,2025-04-19,Pac Anchor Transportation,import,33.745762,-118.208042,35.343046,-119.06504,120.57,631.57,5.24
90802,93563,2025-06-07,Schneider National,import,33.745762,-118.208042,34.402526,-117.766068,51.92,433.29,8.35
90802,92503,2024-11-17,Hub Group,import,33.745762,-118.208042,33.882584,-117.442292,44.93,399.21,8.88
90802,90242,2024-10-05,MTK Transportation,import,33.745762,-118.208042,33.921793,-118.140588,12.75,314.12,24.63
90802,92024,2025-05-23,Hub Group,import,33.745762,-118.208042,33.056022,-117.2599,72.49,476.97,6.58
90802,93244,2025-04-05,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,36.488656,-118.998043,194.57,904.63,4.65
90802,92590,2024-12-24,BNDZ Transportation LLC,import,33.745762,-118.208042,33.48294,-117.226084,59.31,452.89,7.64
90802,93561,2025-03-26,J.B. Hunt Transport,import,33.745762,-118.208042,35.118772,-118.493811,96.19,538.59,5.6
90802,93252,2025-03-24,Pac Anchor Transportation,import,33.745762,-118.208042,34.710034,-119.243808,89.04,526.34,5.91
90802,91321,2025-04-21,Hub Group,import,33.745762,-118.208042,34.368158,-118.48913,45.88,419.16,9.14
90802,93544,2024-10-09,Hub Group,import,33.745762,-118.208042,34.495537,-117.756645,57.84,432.74,7.48
90802,92404,2024-11-11,Dependable Highway Express,import,33.745762,-118.208042,34.178336,-117.251458,62.39,440.56,7.06
90802,92240,2024-11-19,United Logistic Services Group,import,33.745762,-118.208042,33.95154,-116.520104,97.83,528.56,5.4
90802,93562,2025-07-11,C.H. Robinson,import,33.745762,-118.208042,35.746463,-117.386604,145.79,726.2,4.98
91803,90802,2024-11-29,Cecia Transportation,export,34.074736,-118.145959,33.745762,-118.208042,22.99,365.06,15.88
90211,90802,2025-04-09,J.B. Hunt Transport,export,34.064958,-118.382979,33.745762,-118.208042,24.21,370.83,15.32
90802,90602,2024-11-11,Dependable Highway Express,import,33.745762,-118.208042,33.972782,-118.022066,18.96,341.65,18.02
90802,90026,2025-04-28,Cecia Transportation,import,33.745762,-118.208042,34.080017,-118.262643,23.29,380.93,16.36
90802,91107,2025-06-06,Dependable Highway Express,import,33.745762,-118.208042,34.155533,-118.086178,29.14,386.36,13.26
90802,92121,2025-04-14,Freight Horse Express,import,33.745762,-118.208042,32.899592,-117.201203,82.39,515.6,6.26
92584,90802,2025-03-08,United Logistic Services Group,export,33.652675,-117.173568,33.745762,-118.208042,59.77,444.81,7.44
90802,93510,2024-09-04,Pac Anchor Transportation,import,33.745762,-118.208042,34.450906,-118.227614,48.7,417.13,8.57
90802,90025,2024-08-24,Hight Logistics,import,33.745762,-118.208042,34.045421,-118.445873,24.78,365.97,14.77
90802,90290,2024-11-05,All Harbor Transport LLC,import,33.745762,-118.208042,34.107752,-118.616218,34.23,394.63,11.53
90802,92239,2024-08-20,XPO Logistics,import,33.745762,-118.208042,33.762149,-115.4661,157.4,711.42,4.52
90802,92332,2025-03-21,On Time Truckers,import,33.745762,-118.208042,34.912429,-115.342091,182.18,829.38,4.55
90802,91606,2025-04-29,Airborne Freight Lines,import,33.745762,-118.208042,34.185767,-118.388323,32.09,401.28,12.51
90802,92105,2025-03-25,Cal U Transport,import,33.745762,-118.208042,32.737832,-117.09267,94.82,567.9,5.99
90802,93243,2025-01-17,Year-Round Enterprises,import,33.745762,-118.208042,34.7727,-118.791975,78.34,494.96,6.32
90802,92009,2025-06-04,C.H. Robinson,import,33.745762,-118.208042,33.09547,-117.243882,71.44,481.81,6.74
90802,91915,2024-08-18,Dependable Highway Express,import,33.745762,-118.208042,32.623185,-116.949053,106.3,561.63,5.28
90291,90802,2025-02-21,Access One Transport,export,33.993396,-118.465193,33.745762,-118.208042,22.58,365.85,16.21
90802,92120,2025-04-10,XPO Logistics,import,33.745762,-118.208042,32.794674,-117.071172,92.84,542.64,5.84
90802,93434,2024-09-05,Total Distribution Service,import,33.745762,-118.208042,34.906979,-120.582698,157.35,724.34,4.6
91948,90802,2025-01-22,Pac Anchor Transportation,export,32.866646,-116.448325,33.745762,-118.208042,118.3,608.32,5.14
92371,90802,2024-09-21,Cardona Trucking,export,34.442637,-117.541808,33.745762,-118.208042,61.37,456.1,7.43
90802,91501,2025-04-17,BNDZ Transportation LLC,import,33.745762,-118.208042,34.2044,-118.287527,31.99,407.24,12.73
90802,90044,2025-04-15,Ecology Auto Parts,import,33.745762,-118.208042,33.952725,-118.291904,15.08,335.12,22.23
90802,91364,2024-09-01,United Logistic Services Group,import,33.745762,-118.208042,34.15404,-118.593153,35.79,387.67,10.83
90802,92120,2024-12-11,Dependable Highway Express,import,33.745762,-118.208042,32.794674,-117.071172,92.84,516.26,5.56
90802,90079,2025-05-04,Golden King Transport,import,33.745762,-118.208042,34.040587,-118.255404,20.54,364.37,17.74
90802,91355,2024-11-05,Airborne Freight Lines,import,33.745762,-118.208042,34.43666,-118.675984,54.69,437.34,8.0
90802,93544,2024-10-15,JT Freight Trucking,import,33.745762,-118.208042,34.495537,-117.756645,57.84,442.5,7.65
90802,91702,2024-08-29,Freight Horse Express,import,33.745762,-118.208042,34.280333,-117.866141,41.78,401.82,9.62
92240,90802,2025-08-07,Schneider National,export,33.95154,-116.520104,33.745762,-118.208042,97.83,553.83,5.66
90802,91343,2025-03-30,Amazon Trucking,import,33.745762,-118.208042,34.237912,-118.482306,37.43,402.31,10.75
91916,90802,2025-01-22,Airborne Freight Lines,export,32.887994,-116.621349,33.745762,-118.208042,109.03,594.52,5.45
92064,90802,2025-03-12,Freight Horse Express,export,32.983606,-117.019035,33.745762,-118.208042,86.43,516.22,5.97
90802,90403,2025-07-30,Airborne Freight Lines,import,33.745762,-118.208042,34.030755,-118.492101,25.54,386.45,15.13
90802,91354,2024-08-23,Amazon Trucking,import,33.745762,-118.208042,34.464834,-118.554077,53.44,420.77,7.87
90802,92239,2025-06-10,QX Logistix LLC,import,33.745762,-118.208042,33.762149,-115.4661,157.4,771.01,4.9
90802,90064,2025-03-11,Schneider National,import,33.745762,-118.208042,34.037251,-118.423573,23.61,364.27,15.43
92590,90802,2025-05-24,Freight Horse Express,export,33.48294,-117.226084,33.745762,-118.208042,59.31,454.18,7.66
90802,92832,2025-08-16,Airborne Freight Lines,import,33.745762,-118.208042,33.868617,-117.92901,18.12,354.47,19.57
90802,91768,2025-06-19,Precision Worldwide Logistics,import,33.745762,-118.208042,34.063516,-117.790379,32.47,395.16,12.17
90802,93313,2025-01-21,360 Global Transportation,import,33.745762,-118.208042,35.163187,-119.046321,108.88,588.88,5.41
90802,92544,2025-05-07,XPO Logistics,import,33.745762,-118.208042,33.648169,-116.895303,75.71,491.13,6.49
90802,92081,2025-06-08,Schneider National,import,33.745762,-118.208042,33.164332,-117.240291,68.7,471.57,6.86
90802,92869,2025-07-17,MTK Transportation,import,33.745762,-118.208042,33.80845,-117.791737,24.28,372.71,15.35
90802,92277,2025-02-08,Ayden Transport,import,33.745762,-118.208042,34.178105,-115.642899,149.9,746.44,4.98
90802,90603,2025-05-16,Hub Group,import,33.745762,-118.208042,33.945555,-117.990719,18.59,348.28,18.73
90802,93544,2024-08-27,Ecology Auto Parts,import,33.745762,-118.208042,34.495537,-117.756645,57.84,431.36,7.46
90802,92054,2025-08-15,360 Global Transportation,import,33.745762,-118.208042,33.207351,-117.399315,59.59,460.85,7.73
90802,91324,2024-11-18,J.B. Hunt Transport,import,33.745762,-118.208042,34.238208,-118.55029,39.24,389.89,9.94
90802,93001,2024-10-19,Schneider National,import,33.745762,-118.208042,34.006003,-119.392668,70.24,460.94,6.56
90802,92549,2025-07-02,Lectro Trucking,import,33.745762,-118.208042,33.768539,-116.753396,83.52,529.29,6.34
90802,92260,2024-09-15,Amazon Trucking,import,33.745762,-118.208042,33.708254,-116.403534,103.65,550.57,5.31
92503,90802,2025-03-08,Golden King Transport,export,33.882584,-117.442292,33.745762,-118.208042,44.93,420.99,9.37
90802,91606,2025-01-03,Schneider National,import,33.745762,-118.208042,34.185767,-118.388323,32.09,380.2,11.85
90802,92869,2024-12-04,Schneider National,import,33.745762,-118.208042,33.80845,-117.791737,24.28,357.7,14.73
90802,90291,2024-12-23,Hub Group,import,33.745762,-118.208042,33.993396,-118.465193,22.58,352.59,15.62
90802,90291,2025-01-19,BNDZ Transportation LLC,import,33.745762,-118.208042,33.993396,-118.465193,22.58,370.59,16.42
90802,90278,2025-02-19,J.B. Hunt Transport,import,33.745762,-118.208042,33.873215,-118.370361,12.81,314.05,24.51
90802,91905,2024-10-21,7 Star Logistics,import,33.745762,-118.208042,32.67807,-116.306851,132.27,649.14,4.91
90802,92358,2025-03-05,MTK Transportation,import,33.745762,-118.208042,34.259272,-117.520971,52.95,429.69,8.12
90802,92591,2024-12-05,XPO Logistics,import,33.745762,-118.208042,33.535237,-117.104864,65.06,447.01,6.87
90802,93224,2025-07-22,On Time Truckers,import,33.745762,-118.208042,35.228141,-119.569251,128.36,659.88,5.14
90802,92675,2025-06-23,National Road Logistics,import,33.745762,-118.208042,33.502111,-117.604601,38.56,415.42,10.77
92339,90802,2024-12-26,Lectro Trucking,export,34.093661,-116.936222,33.745762,-118.208042,76.73,490.41,6.39
90802,92624,2024-10-22,BNDZ Transportation LLC,import,33.745762,-118.208042,33.449184,-117.655588,37.8,405.93,10.74
90802,92660,2025-05-15,Hub Group,import,33.745762,-118.208042,33.634626,-117.874882,20.62,356.91,17.31
90802,92530,2025-05-14,Schneider National,import,33.745762,-118.208042,33.652315,-117.375512,48.26,424.29,8.79
92233,90802,2025-06-28,JYC Trucking LLC,export,33.172881,-115.553769,33.745762,-118.208042,157.92,773.39,4.9
90802,93555,2025-06-15,Precision Worldwide Logistics,import,33.745762,-118.208042,35.606509,-117.683472,131.88,678.37,5.14
90802,92384,2024-09-06,JT Freight Trucking,import,33.745762,-118.208042,36.007706,-116.178478,193.91,852.52,4.4
90802,92377,2025-02-26,Hight Logistics,import,33.745762,-118.208042,34.157763,-117.405966,54.03,437.28,8.09
90802,91906,2025-07-24,XPO Logistics,import,33.745762,-118.208042,32.654814,-116.465544,125.73,649.47,5.17
90603,90802,2024-12-03,J.B. Hunt Transport,export,33.945555,-117.990719,33.745762,-118.208042,18.59,338.59,18.21
90802,92082,2025-01-10,Pac Anchor Transportation,import,33.745762,-118.208042,33.253513,-117.003382,77.24,487.47,6.31
90032,90802,2024-09-24,C.H. Robinson,export,34.078294,-118.185785,33.745762,-118.208042,23.0,354.76,15.43
90802,93441,2025-03-04,XPO Logistics,import,33.745762,-118.208042,34.718381,-120.154184,129.81,643.28,4.96
90802,92339,2024-09-06,XPO Logistics,import,33.745762,-118.208042,34.093661,-116.936222,76.73,475.91,6.2
90802,90026,2024-12-13,C.H. Robinson,import,33.745762,-118.208042,34.080017,-118.262643,23.29,357.3,15.34
90802,93312,2025-02-21,Cal U Transport,import,33.745762,-118.208042,35.393477,-119.120456,125.03,654.64,5.24
90802,93226,2025-06-30,XPO Logistics,import,33.745762,-118.208042,35.735652,-118.738373,140.65,701.36,4.99
92266,90802,2024-11-21,Amazon Trucking,export,33.345027,-114.915942,33.745762,-118.208042,191.45,819.81,4.28
92832,90802,2025-06-09,Hub Group,export,33.868617,-117.92901,33.745762,-118.208042,18.12,346.37,19.12
90802,93314,2024-10-19,Gill Roadway Inc,import,33.745762,-118.208042,35.393866,-119.244846,128.15,629.45,4.91
90802,93249,2025-05-10,Precision Worldwide Logistics,import,33.745762,-118.208042,35.621697,-119.887747,160.84,775.43,4.82
90802,91384,2024-10-26,National Road Logistics,import,33.745762,-118.208042,34.506627,-118.699048,59.56,443.59,7.45
90802,93033,2025-07-02,All Ports Logistics,import,33.745762,-118.208042,34.150203,-119.127727,59.62,472.22,7.92
90802,91746,2025-03-10,Ape Express Trucking,import,33.745762,-118.208042,34.044416,-117.985366,24.25,375.07,15.47
90802,93207,2024-11-27,Airborne Freight Lines,import,33.745762,-118.208042,35.895294,-118.595627,150.03,708.46,4.72
90802,92880,2025-05-24,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,33.92539,-117.607254,36.62,408.79,11.16
90802,90603,2025-06-29,7 Star Logistics,import,33.745762,-118.208042,33.945555,-117.990719,18.59,354.73,19.08
90802,91501,2025-07-29,Amazon Trucking,import,33.745762,-118.208042,34.2044,-118.287527,31.99,392.34,12.26
90090,90802,2025-06-02,Cargo Legion,export,34.072862,-118.240989,33.745762,-118.208042,22.66,378.66,16.71
90802,92252,2025-04-04,XPO Logistics,import,33.745762,-118.208042,34.168333,-116.288429,113.74,602.43,5.3
93067,90802,2025-05-03,Airborne Freight Lines,export,34.421964,-119.593483,33.745762,-118.208042,91.96,553.28,6.02
90802,90291,2025-06-13,Schneider National,import,33.745762,-118.208042,33.993396,-118.465193,22.58,364.47,16.14
93424,90802,2025-05-04,MTZ Trucking LLC,export,35.185911,-120.731793,33.745762,-118.208042,174.71,845.69,4.84
90802,91766,2024-09-25,On Time Truckers,import,33.745762,-118.208042,34.042286,-117.756106,33.02,384.29,11.64
90802,92590,2025-04-14,Hub Group,import,33.745762,-118.208042,33.48294,-117.226084,59.31,448.49,7.56
90802,91935,2025-07-12,J.B. Hunt Transport,import,33.745762,-118.208042,32.721918,-116.788204,108.26,594.66,5.49
90802,92395,2024-12-27,Ape Express Trucking,import,33.745762,-118.208042,34.501472,-117.292048,73.92,486.13,6.58
90802,91001,2025-04-23,CSC Logistics,import,33.745762,-118.208042,34.194489,-118.138263,31.24,406.74,13.02
90802,92602,2025-07-11,Amazon Trucking,import,33.745762,-118.208042,33.755632,-117.75152,26.22,380.57,14.52
90802,93244,2024-09-26,United Logistic Services Group,import,33.745762,-118.208042,36.488656,-118.998043,194.57,840.85,4.32
90802,91343,2025-04-08,Dependable Highway Express,import,33.745762,-118.208042,34.237912,-118.482306,37.43,404.6,10.81
90802,92028,2025-07-09,MTK Transportation,import,33.745762,-118.208042,33.390477,-117.209427,62.47,463.03,7.41
90802,92570,2025-03-16,Cal U Transport,import,33.745762,-118.208042,33.787292,-117.320673,51.01,442.78,8.68
90802,91963,2024-12-25,Freight Horse Express,import,33.745762,-118.208042,32.626231,-116.61002,120.42,609.21,5.06
90802,92358,2024-11-16,United Logistic Services Group,import,33.745762,-118.208042,34.259272,-117.520971,52.95,421.1,7.95
91046,90802,2024-11-15,Hight Logistics,export,34.211452,-118.241036,33.745762,-118.208042,32.21,381.7,11.85
90802,91910,2024-12-24,Hub Group,import,33.745762,-118.208042,32.637882,-117.058047,101.32,537.7,5.31
90802,91706,2025-05-03,All Harbor Transport LLC,import,33.745762,-118.208042,34.09741,-117.968269,27.9,392.77,14.08
90291,90802,2025-08-05,C.H. Robinson,export,33.993396,-118.465193,33.745762,-118.208042,22.58,366.17,16.22
90802,92253,2025-01-28,Amazon Trucking,import,33.745762,-118.208042,33.646083,-116.275297,111.24,579.83,5.21
90802,93105,2025-02-06,BNDZ Transportation LLC,import,33.745762,-118.208042,34.533222,-119.791731,105.58,590.8,5.6
93436,90802,2025-02-14,On Time Truckers,export,34.595669,-120.352667,33.745762,-118.208042,135.84,665.47,4.9
90802,93111,2024-12-16,Hub Group,import,33.745762,-118.208042,34.449185,-119.804782,103.41,542.71,5.25
90802,90064,2025-04-04,Total Distribution Service,import,33.745762,-118.208042,34.037251,-118.423573,23.61,371.28,15.72
90802,91214,2025-04-01,Airborne Freight Lines,import,33.745762,-118.208042,34.236302,-118.249185,33.95,406.03,11.96
90802,90301,2025-03-02,Cal U Transport,import,33.745762,-118.208042,33.956526,-118.358654,16.92,346.86,20.5
90802,93239,2025-06-23,SOPAC - Southern Pacific Logistics,import,33.745762,-118.208042,35.934634,-119.582268,170.01,824.48,4.85
90802,92274,2025-01-20,XPO Logistics,import,33.745762,-118.208042,33.460457,-116.084545,123.69,619.46,5.01
90802,93516,2025-01-11,Amazon Trucking,import,33.745762,-118.208042,35.002282,-117.629941,92.8,529.29,5.7
92281,90802,2025-04-06,Schneider National,export,33.051757,-115.608752,33.745762,-118.208042,157.3,750.72,4.77
90301,90802,2024-09-24,Schneider National,export,33.956526,-118.358654,33.745762,-118.208042,16.92,332.16,19.63
90802,92256,2024-11-20,J.B. Hunt Transport,import,33.745762,-118.208042,34.07707,-116.606438,94.58,513.73,5.43
